,obsHistID,sessionID,propID,fieldID,fieldRA,fieldDec,filter,expDate,expMJD,night,visitTime,visitExpTime,finRank,FWHMeff,FWHMgeom,transparency,airmass,vSkyBright,filtSkyBrightness,rotSkyPos,rotTelPos,lst,altitude,azimuth,dist2Moon,solarElong,moonRA,moonDec,moonAlt,moonAZ,moonPhase,sunAlt,sunAz,phaseAngle,rScatter,mieScatter,moonIllum,moonBright,darkBright,rawSeeing,wind,humidity,slewDist,slewTime,fiveSigmaDepth,ditheredRA,ditheredDec,count
1894413,1894167,1016,54,1000,5.718053,-0.674641,y,241231814,62372.034886,2792,34.0,30.0,4.52482,0.939788,0.824506,0.25,1.392043,17.829321,17.3,1.803459,0.131281,4.789206,0.801458,2.023348,0.559624,151.96077,5.792392,-0.119065,0.548002,1.374761,99.859813,-0.56526,4.60533,4.291492,407357.444373,223047.771638,0.026264,2414.288954,101.879846,0.635933,0.0,0.0,0.054771,4.76088,21.503651,5.698496860818743,-0.654803,673
1894425,1894179,1016,54,1000,5.718053,-0.674641,y,241232278,62372.040255,2792,34.0,30.0,4.528221,0.925898,0.813088,0.25,1.357922,17.841288,17.3,1.807153,0.153533,4.823036,0.827766,2.019807,0.560134,151.958159,5.793229,-0.118643,0.575677,1.35404,99.859265,-0.594198,4.586076,4.299873,407252.166504,222672.446616,0.026259,2388.533481,100.054304,0.635933,0.0,0.0,0.048198,4.722467,21.525959,5.698496860818743,-0.654803,674
1894456,1894210,1016,54,1000,5.718053,-0.674641,y,241233478,62372.054147,2792,34.0,30.0,4.519637,0.893934,0.786814,0.25,1.280692,17.872172,17.3,1.819016,0.215482,4.910563,0.895993,2.013745,0.56146,151.9514,5.795334,-0.117545,0.646675,1.297308,99.857574,-0.668692,4.533609,4.325645,406978.669659,221701.214653,0.026243,2322.986606,95.809197,0.635933,0.0,0.0,0.054771,4.793165,21.578005,5.698496860818743,-0.654803,675
1895072,1894826,1016,54,1000,5.718053,-0.674641,y,241332528,62373.200564,2793,34.0,30.0,3.996334,0.761044,0.677578,0.25,1.016854,18.486659,17.3,4.184052,-1.424537,5.850249,1.38848,3.741551,0.712622,151.381853,6.015507,-0.01619,1.035579,0.328371,98.392951,-1.228673,3.096351,14.565901,373988.618799,134661.753725,0.020533,1293.341935,80.077351,0.613653,0.0,0.0,0.048077,10.125887,21.800235,5.703385895614057,-0.654803,676
1896127,1895881,1016,54,1000,5.718053,-0.674641,i,241594696,62376.234914,2796,34.0,30.0,4.515067,1.035208,0.902941,0.5,1.068347,19.813921,19.089546,6.18509,1.173653,6.118274,1.211164,4.184466,1.236585,149.742207,0.329868,0.237211,0.669544,0.629352,83.588718,-1.148806,2.54526,47.795841,267481.675077,23917.862806,0.00909,321.176822,83.301101,0.842543,0.0,0.0,0.055859,4.874807,22.988622,5.718053000000001,-0.654803,677
1896161,1895915,1016,54,1000,5.718053,-0.674641,i,241596096,62376.251112,2796,34.0,30.0,6.655541,1.055634,0.919731,0.5,1.103712,19.778545,19.052406,6.158511,1.256678,6.220329,1.13382,4.234142,1.238834,149.732928,0.331836,0.238539,0.715336,0.517794,83.474947,-1.092452,2.353785,47.971595,267163.344321,23741.139405,0.009049,332.402685,85.471338,0.842543,0.0,0.0,0.053179,4.830035,22.945782,5.718053000000001,-0.654803,678
1896469,1896223,1016,54,1000,5.718053,-0.674641,r,241667035,62377.072176,2797,34.0,30.0,4.530772,1.217206,1.052543,0.5,1.151732,21.465485,21.185485,1.197238,-0.273657,5.110163,1.051683,2.02304,1.390864,149.259266,0.506112,0.291267,-0.23631,1.367897,77.332666,-0.753136,4.418029,56.862281,250169.072542,14379.159056,0.007176,0.0,88.361883,0.919074,0.0,0.0,0.055859,4.719293,23.953107,5.722942034795315,-0.654803,679
1896514,1896268,1016,54,1000,5.718053,-0.674641,r,241668854,62377.093218,2797,34.0,30.0,6.535884,1.180017,1.021974,0.5,1.093683,20.99358,20.71358,1.077587,-0.278345,5.242735,1.153883,2.058973,1.395122,149.246869,0.510509,0.293109,-0.129489,1.306371,77.166198,-0.860422,4.310523,57.089797,249829.531774,14178.674085,0.007133,51.607562,84.859506,0.919074,0.0,0.0,0.055859,5.368229,23.778545,5.722942034795315,-0.654803,680
1897280,1897034,1016,54,1000,5.718053,-0.674641,g,241747665,62378.005384,2798,34.0,30.0,4.558465,1.420519,1.219667,0.0,1.487252,21.259566,21.669566,1.909955,0.193837,4.706553,0.737424,2.034398,1.557545,148.705999,0.697083,0.343055,-0.768892,1.593138,69.575145,-0.394451,4.66514,66.951953,242872.195711,8298.146036,0.005439,0.0,106.8152,0.852666,0.0,0.0,0.048198,4.483058,23.969972,5.7278310695906285,-0.654803,681
1897308,1897062,1016,54,1000,5.718053,-0.674641,g,241748771,62378.018192,2798,34.0,30.0,5.315348,1.366442,1.175215,0.0,1.394093,21.309769,21.719769,1.921422,0.248184,4.787245,0.799941,2.023571,1.560561,148.698258,0.700491,0.343994,-0.702506,1.5529,69.463801,-0.463765,4.622329,67.090541,242855.970303,8216.013449,0.005418,0.0,101.988561,0.852666,0.0,0.0,0.048198,4.64313,24.053508,5.7278310695906285,-0.654803,682
1897417,1897171,1016,54,1000,5.718053,-0.674641,g,241753125,62378.068578,2798,34.0,30.0,4.528794,1.220289,1.055078,0.0,1.154544,21.463431,21.873431,1.791009,0.315975,5.104698,1.047436,2.022203,1.572038,148.667755,0.713209,0.347821,-0.442116,1.409568,69.024603,-0.732138,4.426509,67.635834,242832.324413,7910.817598,0.005335,0.0,88.529162,0.852666,0.0,0.0,0.055859,4.721618,24.29261,5.7278310695906285,-0.654803,683
1897459,1897213,1016,54,1000,5.718053,-0.674641,g,241754795,62378.087906,2798,34.0,30.0,4.60048,1.185729,1.026669,0.0,1.100564,21.504034,21.914034,1.707448,0.333722,5.226473,1.139984,2.051913,1.576245,148.656035,0.717767,0.349331,-0.34329,1.356828,68.855644,-0.829651,4.332675,67.845038,242838.77131,7801.819482,0.005303,0.0,85.2796,0.852666,0.0,0.0,0.286204,31.708868,24.352346,5.7278310695906285,-0.654803,684
1901804,1901555,1016,54,1000,5.718053,-0.674641,r,242265968,62384.004271,2804,34.0,30.0,4.533712,1.333071,1.147784,0.125,1.378062,21.318889,21.038889,1.635113,-0.029676,4.802754,0.811992,2.021856,2.582078,144.829362,2.06939,0.328046,-1.15033,4.311451,14.424125,-0.376846,4.628536,135.358518,407380.036406,282.777668,0.00033,0.0,101.135514,0.90066,0.0,0.0,0.048198,4.676828,23.758799,5.705830413011714,-0.6514960000000001,685
1901834,1901585,1016,54,1000,5.718053,-0.674641,r,242267128,62384.017692,2804,34.0,30.0,5.193271,1.287102,1.109998,0.125,1.299776,21.365642,21.085642,1.654837,0.037658,4.887316,0.877848,2.014882,2.584326,144.820103,2.073733,0.327071,-1.211922,4.194023,14.322341,-0.449238,4.58255,135.524752,407842.842235,280.688842,0.000327,0.0,96.872905,0.90066,0.0,0.0,0.048198,4.879953,23.828271,5.705830413011714,-0.6514960000000001,686
1903831,1903579,1016,54,1000,5.718053,-0.674641,u,242442605,62386.048681,2806,34.0,30.0,4.515695,1.124717,0.976517,0.0,1.148289,21.468008,22.128008,1.30894,-0.156761,5.116959,1.056955,2.024139,2.632276,143.401444,2.549497,0.165899,-0.924954,4.238876,2.623467,-0.609776,4.450146,161.357339,417456.852421,239.63043,5e-05,0.0,88.156773,0.71354,0.0,0.0,0.054771,4.844706,23.141969,5.715608482602343,-0.6514960000000001,687
1905943,1905688,1016,54,1000,5.718053,-0.674641,i,242625226,62388.16234,2808,34.0,30.0,4.515184,1.39635,1.1998,0.125,1.018573,21.570897,20.210897,4.974546,-0.567783,5.867464,1.379541,3.797794,2.298145,141.877842,3.048893,-0.047583,-0.917887,3.690708,1.063627,-1.093821,3.595612,168.16086,344106.91042,721.355449,2.7e-05,0.0,80.18621,1.244546,0.0,0.0,0.054995,4.85663,23.204087,5.7253865521929725,-0.6514960000000001,688
1905972,1905717,1016,54,1000,5.718053,-0.674641,i,242626414,62388.176092,2808,34.0,30.0,5.233344,1.405957,1.207697,0.125,1.030279,21.560938,20.200938,4.79386,-0.495866,5.954108,1.327762,4.001004,2.29478,141.867708,3.053363,-0.048988,-0.949764,3.563426,1.095103,-1.120245,3.412498,167.986324,343341.561592,729.405645,2.8e-05,0.0,80.925131,1.244546,0.0,0.0,0.087771,6.456136,23.190843,5.7253865521929725,-0.6514960000000001,689
1907406,1907151,1016,54,1000,5.718053,-0.674641,z,242781952,62389.976302,2810,34.0,30.0,4.549716,1.036622,0.904103,0.0,1.458674,17.270544,17.0,1.707277,0.003327,4.729759,0.755368,2.030973,1.905428,140.537626,3.480741,-0.228989,0.390239,4.668084,9.736583,-0.213476,4.67967,143.636178,267541.416412,2634.360595,0.000195,7.314017,105.358013,0.683562,0.0,0.0,0.048198,4.52663,21.748781,5.7351646217836,-0.6514960000000001,690
1907449,1907194,1016,54,1000,5.718053,-0.674641,z,242783630,62389.995718,2810,34.0,30.0,6.413645,0.981019,0.858398,0.0,1.330618,21.279319,19.217098,1.853823,0.216458,4.852083,0.850382,2.017274,1.901639,140.523072,3.485115,-0.23033,0.289257,4.610005,9.875105,-0.318569,4.616196,143.3693,267005.5145,2667.486409,0.000198,6.317822,98.57157,0.683562,0.0,0.0,0.054995,4.802796,22.907701,5.7351646217836,-0.6514960000000001,691
1907579,1907324,1016,54,1000,5.718053,-0.674641,i,242788810,62390.05568,2810,34.0,30.0,4.37125,0.900654,0.792338,0.0,1.098541,21.459021,20.207831,1.981564,0.612903,5.22987,1.144008,2.053871,1.889117,140.478023,3.5,-0.234366,-0.016132,4.430409,10.308354,-0.636367,4.389038,142.54516,265271.38858,2779.962612,0.000209,3.733284,85.15624,0.683562,0.0,0.0,0.048198,6.198965,23.670757,5.7351646217836,-0.6514960000000001,692
1907624,1907369,1016,54,1000,5.718053,-0.674641,i,242790619,62390.076616,2810,34.0,30.0,4.800725,0.880233,0.775552,0.0,1.057343,21.516115,20.156115,1.881032,0.660519,5.361774,1.239951,2.127347,1.884434,140.462263,3.505686,-0.23576,-0.119032,4.363298,10.461541,-0.738773,4.291837,142.257451,264637.617241,2823.236284,0.000213,1.71742,82.618529,0.683562,0.0,0.0,0.547977,64.529381,23.675701,5.7351646217836,-0.6514960000000001,693
1908354,1908099,1016,54,1000,5.718053,-0.674641,z,242868692,62390.980241,2811,34.0,30.0,4.522648,0.837685,0.740577,0.125,1.410658,17.26863,17.0,1.689791,0.008196,4.771779,0.787925,2.025405,1.675609,139.783112,3.737952,-0.311167,0.612482,4.688904,17.938787,-0.23281,4.660293,129.88317,245339.432484,5621.695609,0.000455,17.236635,102.863062,0.499457,0.0,0.0,0.054771,4.756101,21.983491,5.740053656578915,-0.6514960000000001,694
1913188,1912930,1016,54,1000,5.718053,-0.674641,y,243649227,62400.014209,2820,34.0,30.0,4.527142,0.779037,0.692368,0.0,1.136701,18.450869,17.3,1.532749,0.085652,5.140616,1.075317,2.028502,0.647664,132.672661,5.931648,-0.056944,0.688124,1.16572,97.393238,-0.395643,4.481499,18.582685,388530.903982,166836.008691,0.018644,1331.982525,87.464033,0.571186,0.0,0.0,0.055859,4.705676,21.753292,5.737609139181259,-0.64819,695
1913190,1912932,1016,54,1000,5.718053,-0.674641,y,243649305,62400.015108,2820,34.0,30.0,4.510959,0.777937,0.691464,0.0,1.134027,18.451805,17.3,1.533322,0.090788,5.14628,1.079697,2.029673,0.64777,132.671926,5.931771,-0.056868,0.692473,1.161286,97.395963,-0.40038,4.478181,18.572882,388507.484988,166777.564989,0.018649,1330.920084,87.303672,0.571186,0.0,0.0,0.054995,4.845523,21.755307,5.737609139181259,-0.64819,696
1914798,1914540,1016,54,1000,5.718053,-0.674641,z,243822592,62402.020749,2822,34.0,30.0,4.446613,1.16634,1.010731,0.0,1.103826,18.772656,17.606109,1.353275,-0.02835,5.216226,1.133597,2.048943,0.970312,131.029294,0.041458,0.115944,0.330488,1.222177,99.655406,-0.425132,4.442726,6.730635,315973.008676,57561.195957,0.024774,969.888347,85.478326,0.995064,0.0,0.0,0.054995,5.456126,21.946575,5.703385895614057,-0.701092,697
1914829,1914571,1016,54,1000,5.718053,-0.674641,z,243823806,62402.0348,2822,34.0,30.0,5.210383,1.146615,0.994518,0.0,1.072888,18.750948,17.584195,1.289401,-0.000268,5.30475,1.200071,2.089447,0.972554,131.017668,0.043616,0.117232,0.399123,1.167068,99.644584,-0.497192,4.387665,6.835634,315494.609149,57137.185933,0.024712,993.098035,83.581751,0.995064,0.0,0.0,0.187473,19.175367,21.9564,5.703385895614057,-0.701092,698
1933441,1933174,1016,54,1000,5.718053,-0.674641,z,245989026,62427.095213,2847,34.0,30.0,4.509905,0.809075,0.71706,0.0,1.067503,19.107296,17.64729,5.487691,0.472742,6.115447,1.213273,4.182602,0.625098,109.30918,5.886414,-0.068623,1.063133,5.798508,84.2102,-0.683211,3.900795,46.826962,393472.188153,179727.031434,0.009318,692.188261,83.248875,0.624287,0.0,0.0,0.055859,4.875783,22.366611,5.7278310695906285,-0.6944790000000001,699
1933491,1933224,1016,54,1000,5.718053,-0.674641,z,245991137,62427.119648,2847,34.0,30.0,7.697188,0.834613,0.738052,0.0,1.124251,19.063634,17.606928,5.531589,0.673258,6.269398,1.096211,4.248605,0.627817,109.287126,5.889221,-0.066479,0.986119,5.547824,84.383879,-0.765954,3.73163,46.55345,392880.441108,178122.292076,0.009383,720.54061,86.715631,0.624287,0.0,0.0,0.087149,7.902646,22.308901,5.7278310695906285,-0.6944790000000001,700
1934975,1934708,1016,54,1000,5.718053,-0.674641,y,246159386,62429.066976,2849,34.0,30.0,4.506817,0.654526,0.59002,0.0,1.033401,19.013467,17.3,5.069791,-0.179563,5.971947,1.31586,4.031089,0.931383,107.540571,6.275896,0.100213,0.878463,0.485339,95.269695,-0.561025,4.052801,25.123613,324405.301679,65447.370217,0.015925,764.310101,81.121569,0.459052,0.0,0.0,0.054995,4.897061,21.960964,5.737609139181259,-0.6944790000000001,701
1935856,1935589,1016,54,1000,5.718053,-0.674641,y,246247439,62430.086109,2850,34.0,30.0,4.433899,0.707577,0.633628,0.5,1.065793,18.925438,17.3,4.598606,-0.423649,6.109694,1.217595,4.178675,1.109494,106.62398,0.191535,0.1824,0.778505,0.515622,98.455473,-0.635118,3.939998,14.278242,288220.240579,36371.962227,0.020675,833.689778,83.142949,0.515781,0.0,0.0,0.098654,5.568453,21.870516,5.742498173976573,-0.6944790000000001,702
1942440,1942170,1016,54,1000,5.718053,-0.674641,z,247105413,62440.016359,2860,34.0,30.0,4.28744,0.690185,0.619332,0.125,1.016166,17.278995,17.0,5.713737,0.074078,5.84227,1.392187,3.714888,2.661464,97.624547,2.372871,0.229708,-1.145914,2.277432,43.642883,-0.289891,4.224477,97.30449,423044.1992,217.637178,0.002035,0.0,80.033794,0.502354,0.0,0.0,0.090912,7.001952,22.221394,5.7351646217836,-0.691173,703
1942636,1942366,1016,54,1000,5.718053,-0.674641,r,247113575,62440.110832,2860,34.0,30.0,4.430407,0.813733,0.720889,0.125,1.216194,21.420011,21.140011,5.487886,0.753231,0.154302,0.965335,4.270048,2.664069,97.537924,2.400713,0.223307,-0.692398,1.721897,42.643933,-0.674632,3.735215,98.460141,423532.271516,215.775253,0.001948,0.0,92.141327,0.502354,0.0,0.0,0.109817,5.650831,24.361503,5.7351646217836,-0.691173,704
1942664,1942394,1016,54,1000,5.718053,-0.674641,r,247114705,62440.12391,2860,34.0,30.0,5.355356,0.837374,0.740321,0.25,1.275651,21.380838,21.100838,5.508707,0.825283,0.236696,0.900948,4.269685,2.664302,97.525898,2.404322,0.222467,-0.624498,1.676389,42.505624,-0.711579,3.643338,98.620409,423575.764975,215.609776,0.001936,0.0,95.526535,0.502354,0.0,0.0,0.054995,4.772633,24.305012,5.7351646217836,-0.691173,705
1944864,1944591,1016,54,1000,5.718053,-0.674641,i,247974111,62450.070737,2870,34.0,30.0,3.98381,1.110225,0.964605,0.0,1.167546,21.14654,19.995394,4.189929,-0.600178,0.073714,1.028449,4.264232,0.753061,88.41943,4.912017,-0.369035,0.286788,4.445867,20.872953,-0.490767,3.938228,125.629459,364778.232353,117847.326663,0.000574,29.234451,89.299703,0.860584,0.0,0.0,0.129769,10.312664,23.337344,5.722942034795315,-0.687867,706
1944904,1944631,1016,54,1000,5.718053,-0.674641,i,247975950,62450.092015,2870,34.0,30.0,6.65369,1.158473,1.004265,0.0,1.25333,21.115296,19.965441,3.995213,-0.70587,0.207774,0.923764,4.270436,0.749817,88.399761,4.917416,-0.367445,0.179692,4.390113,21.069627,-0.568485,3.820579,125.352658,365519.737003,119115.097564,0.000582,27.727821,94.266956,0.860584,0.0,0.0,0.129769,8.898239,23.268469,5.722942034795315,-0.687867,707
1951923,1951650,1016,54,1000,5.718053,-0.674641,y,248923731,62461.061709,2881,34.0,30.0,4.523465,0.925578,0.812825,0.5,1.252293,18.875899,17.3,4.484013,-0.217932,0.206066,0.924861,4.270456,1.787704,78.322574,0.969973,0.395969,0.391201,0.762014,99.953771,-0.41418,3.954452,2.464027,253442.25136,3884.213498,0.027439,865.426629,94.208096,0.684413,0.0,0.0,0.055859,4.743646,21.545348,5.71071944780703,-0.6845600000000001,708
1960285,1960011,1016,54,1000,5.718053,-0.674641,y,250303329,62477.029275,2897,34.0,30.0,4.526463,1.002591,0.87613,0.0,1.308864,17.273956,17.0,4.699145,0.03931,0.276963,0.869526,4.267661,0.845107,63.736981,4.782603,-0.383876,0.024212,4.279456,3.083458,-0.230127,4.076749,159.773105,343729.375152,86990.861512,5.8e-05,2.085732,97.376092,0.739517,0.0,0.0,0.055859,4.718863,21.299819,5.718053000000001,-0.681254,709
1960300,1960026,1016,54,1000,5.718053,-0.674641,y,250303910,62477.036005,2897,34.0,30.0,4.527219,1.020102,0.890524,0.0,1.347186,17.273419,17.0,4.695052,0.059258,0.319365,0.836482,4.264413,0.843793,63.730867,4.784594,-0.383438,-0.007568,4.259593,3.111084,-0.259213,4.049932,159.68174,344028.207825,87368.570439,5.8e-05,2.067299,99.473615,0.739517,0.0,0.0,0.055859,4.70393,21.274122,5.718053000000001,-0.681254,710
2050104,2049827,1016,54,1000,5.718053,-0.674641,y,260791173,62598.416365,3018,34.0,30.0,4.546622,0.906361,0.797029,0.0,1.383613,17.273447,17.0,0.812233,-0.855524,4.79732,0.80777,2.022442,1.914247,64.09199,1.140373,0.394201,-1.091854,1.729572,17.960172,-0.232582,1.565523,129.851243,268808.67392,2558.843049,0.000456,0.0,101.431667,0.603784,0.0,0.0,0.048077,4.642281,21.395921,5.742498173976573,-0.654803,711
2057187,2056910,1016,54,1000,5.718053,-0.674641,z,261482115,62606.413377,3026,34.0,30.0,4.534283,0.68461,0.614749,0.0,1.276275,17.274966,17.0,0.739367,-0.860867,4.916119,0.90033,2.013529,2.412571,71.138065,2.900852,0.009057,-0.385475,4.485164,89.964532,-0.265883,1.524231,36.937583,370263.114635,494.591467,0.011936,0.0,95.561605,0.367886,0.0,0.0,0.054995,4.78484,22.211992,5.730275586988286,-0.6514960000000001,712
2057208,2056931,1016,54,1000,5.718053,-0.674641,z,261482932,62606.422825,3026,34.0,30.0,5.219761,0.670327,0.603009,0.0,1.232208,17.275613,17.0,0.738755,-0.824983,4.975641,0.946806,2.012667,2.410781,71.146449,2.903385,0.00815,-0.432747,4.450455,90.029315,-0.214724,1.495037,36.813873,369855.658407,497.519444,0.011973,0.0,93.062579,0.367886,0.0,0.0,0.054771,4.809856,22.237968,5.730275586988286,-0.6514960000000001,713
2062754,2062477,1016,54,1000,5.718053,-0.674641,i,262256134,62615.371928,3035,34.0,30.0,4.549399,0.780727,0.693758,0.0,1.370963,19.794931,18.85714,2.808652,1.147726,4.809798,0.817469,2.021119,0.559294,79.071556,5.251889,-0.29136,1.103099,1.140838,53.701381,-0.509027,1.599568,85.754646,407425.41972,223290.544826,0.003059,310.858866,100.755613,0.431539,0.0,0.0,0.048198,4.692473,23.151241,5.7278310695906285,-0.64819,714
2062791,2062514,1016,54,1000,5.718053,-0.674641,i,262257590,62615.388775,3035,34.0,30.0,6.886926,0.747966,0.666828,0.0,1.276428,19.857954,18.919053,2.864745,1.264397,4.915939,0.90018,2.013536,0.558364,79.086597,5.254454,-0.290438,1.180965,0.992219,53.516487,-0.417647,1.546031,85.967074,407617.053297,223976.806522,0.003038,292.831888,95.570167,0.431539,0.0,0.0,0.048198,4.957003,23.237514,5.7278310695906285,-0.64819,715
2062857,2062580,1016,54,1000,5.718053,-0.674641,z,262260270,62615.419803,3035,34.0,30.0,4.539849,0.688902,0.618277,0.0,1.151086,17.209729,17.0,2.925999,1.456068,5.111428,1.052666,2.02324,0.556853,79.114262,5.259036,-0.288616,1.296111,0.546605,53.176072,-0.249779,1.451621,86.358038,407927.874755,225095.718302,0.002998,266.869915,88.323421,0.431539,0.0,0.0,0.055859,4.71875,22.21397,5.7278310695906285,-0.64819,716
2070220,2069943,1016,54,1000,5.718053,-0.674641,i,262949140,62623.392833,3043,34.0,30.0,4.124813,0.662258,0.596376,0.0,1.168353,21.453442,20.093442,1.467209,-0.026935,5.079126,1.027303,2.018782,1.505673,86.185269,0.649358,0.315589,-0.395587,1.424408,0.087337,-0.411571,1.488838,176.612995,243802.158626,9846.500813,1.2e-05,0.0,89.347398,0.370492,0.0,0.0,0.096576,8.901601,23.944245,5.722942034795315,-0.701092,717
2070254,2069977,1016,54,1000,5.718053,-0.674641,i,262950475,62623.408276,3043,34.0,30.0,6.46164,0.645801,0.582848,0.0,1.120366,21.488843,20.128843,1.385405,-0.031941,5.176427,1.103006,2.036838,1.508975,86.19904,0.65294,0.316772,-0.316297,1.381082,0.083511,-0.32799,1.443116,176.688044,243706.389265,9739.846256,1.2e-05,0.0,86.481181,0.370492,0.0,0.0,0.054771,4.858607,23.992918,5.722942034795315,-0.701092,718
2072117,2071840,1016,54,1000,5.718053,-0.674641,i,263119037,62625.35923,3045,34.0,30.0,4.536349,0.721674,0.645216,0.0,1.287749,21.373168,20.013168,1.761575,0.152881,4.901824,0.889173,2.01413,1.857239,87.927513,1.070664,0.38669,-0.939471,1.62864,3.028663,-0.597238,1.580951,159.955507,261119.921368,3088.168841,5.7e-05,0.0,96.203692,0.395108,0.0,0.0,0.054995,4.789087,23.80136,5.732720104385944,-0.701092,719
2072165,2071888,1016,54,1000,5.718053,-0.674641,i,263120937,62625.381216,3045,34.0,30.0,7.70863,0.688447,0.617903,0.0,1.190456,21.437775,20.077775,1.722761,0.201545,5.040342,0.997313,2.015205,1.862512,87.947139,1.076945,0.387625,-0.825622,1.557491,3.099633,-0.478001,1.512868,159.719562,261780.001832,3034.929647,5.8e-05,0.0,90.646086,0.395108,0.0,0.0,0.054995,4.740555,23.89259,5.732720104385944,-0.701092,720
2076079,2075802,1016,54,1000,5.718053,-0.674641,r,263548814,62630.333497,3050,34.0,30.0,4.541726,1.192297,1.032068,0.125,1.355338,21.332073,21.052073,2.323156,0.671016,4.825708,0.829844,2.019554,2.603881,92.328174,2.157508,0.281628,-1.072871,4.302004,36.836017,-0.745975,1.638269,105.264755,411824.668714,263.157222,0.001489,0.0,99.914834,0.793691,0.0,0.0,0.054771,4.770766,23.88891,5.71071944780703,-0.697786,721
2076123,2075846,1016,54,1000,5.718053,-0.674641,r,263550526,62630.353317,3050,34.0,30.0,6.389,1.135839,0.98566,0.125,1.250071,21.397382,21.117382,2.362279,0.782898,4.950583,0.927223,2.012692,2.60626,92.345847,2.163363,0.280236,-1.162787,4.139655,37.026859,-0.638531,1.572305,105.03819,412303.507792,261.100569,0.001503,0.0,94.081905,0.793691,0.0,0.0,0.048077,5.060554,23.984813,5.71071944780703,-0.697786,722
2081200,2080923,1016,54,1000,5.718053,-0.674641,y,264155632,62637.356856,3057,34.0,30.0,4.539772,1.117034,0.970202,0.0,1.160527,19.2978,17.3,0.140066,-1.343485,5.093297,1.03857,2.020588,1.668668,98.516422,3.757867,-0.301335,0.348908,4.558303,98.214844,-0.631592,1.526981,15.356468,245019.346369,5751.878997,0.020147,561.76114,88.884305,0.939703,0.0,0.0,0.054995,4.716363,21.357732,5.6936078260234275,-0.6944790000000001,723
2082659,2082382,1016,54,1000,5.718053,-0.674641,y,264323618,62639.30114,3059,34.0,30.0,4.549448,1.326195,1.142132,0.25,1.405343,18.672063,17.3,2.705826,1.026873,4.776675,0.791734,2.024811,1.208049,100.222406,4.310993,-0.389301,1.132106,4.922279,98.781719,-0.936627,1.709251,12.673953,271677.218709,26278.264551,0.021486,1055.236542,102.583256,1.00828,0.0,0.0,0.048198,4.620739,21.127313,5.703385895614057,-0.6944790000000001,724
2082708,2082431,1016,54,1000,5.718053,-0.674641,y,264325520,62639.323153,3059,34.0,30.0,4.529298,1.252066,1.081198,0.25,1.276876,18.773365,17.3,2.745597,1.144911,4.91536,0.899737,2.013557,1.204722,100.241921,4.315381,-0.389267,1.017542,4.820629,98.721475,-0.817775,1.625522,12.984854,272184.819702,26568.209283,0.021326,959.082716,95.595326,1.00828,0.0,0.0,0.054771,4.794409,21.212887,5.703385895614057,-0.6944790000000001,725
2083490,2083213,1016,54,1000,5.718053,-0.674641,z,264419905,62640.415575,3060,34.0,30.0,4.505719,0.970417,0.849683,0.5,1.025307,19.155744,17.881501,1.68812,0.775794,5.514858,1.348161,2.344996,0.966451,101.200032,4.624285,-0.387997,0.766378,4.665758,93.987177,-0.321524,1.349504,28.388557,316799.07852,58299.016776,0.014714,660.983762,80.611749,0.834884,0.0,0.0,0.054771,5.035195,22.288029,5.70827493040937,-0.6944790000000001,726
2083533,2083256,1016,54,1000,5.718053,-0.674641,z,264421649,62640.435764,3060,34.0,30.0,7.565463,0.963353,0.843876,0.5,1.012898,17.125485,17.0,1.292293,0.863378,5.642055,1.411042,2.756171,0.963408,101.217804,4.628808,-0.38709,0.660371,4.611778,93.86939,-0.215631,1.293064,28.671156,317451.600588,58886.959819,0.014613,634.577782,79.826585,0.834884,0.0,0.0,0.053179,9.099231,21.859573,5.70827493040937,-0.6944790000000001,727
2090831,2090554,1016,54,1000,5.718053,-0.674641,r,265357799,62651.270832,3071,34.0,30.0,4.553877,1.034399,0.902276,0.0,1.388958,21.312674,21.032674,2.550647,0.880076,4.792154,0.803755,2.023014,1.617271,110.648205,0.780285,0.344144,-0.767254,1.590499,3.293063,-1.11866,1.789757,159.089443,243326.416636,6814.438209,6.1e-05,0.0,101.71604,0.643055,0.0,0.0,0.048198,4.653687,24.029971,5.705830413011714,-0.691173,728
2090860,2090583,1016,54,1000,5.718053,-0.674641,r,265358946,62651.284107,3071,34.0,30.0,5.35499,0.998523,0.872786,0.0,1.309602,21.359563,21.079563,2.552682,0.928839,4.875789,0.868859,2.015579,1.620375,110.659819,0.783844,0.344995,-0.698421,1.549159,3.248252,-1.047874,1.722621,159.233794,243394.623514,6745.020531,6e-05,0.0,97.416853,0.643055,0.0,0.0,0.048077,4.838092,24.09988,5.705830413011714,-0.691173,729
2090935,2090658,1016,54,1000,5.718053,-0.674641,r,265361972,62651.319131,3071,34.0,30.0,4.54419,0.92788,0.814717,0.0,1.158854,21.460297,21.180297,2.483119,1.001912,5.096456,1.041027,2.021018,1.628357,110.690443,0.792873,0.347312,-0.517079,1.448813,3.131451,-0.85858,1.588577,159.614634,243590.162619,6569.76386,5.8e-05,0.0,88.785094,0.643055,0.0,0.0,0.055859,4.725063,24.244536,5.705830413011714,-0.691173,730
